,Name,Team,Level,Age,ERA,GS,IP,H,R,ER,HR,BB,HBP,SO,K%,BB%,K-BB%,WHIP,BABIP,LOB%,FIP,xFIP,GB%,SwStr%,Balls,Strikes,PlayerId,EDB Team,TWTC Team,BL Team
107,Ryan Loutos,STL,AAA,25,3.1640621228144,0,42.2,40,16,15,2,17,0,52,0.28729282,0.09392265,0.19337017,1.33593734074385,0.34545455,0.75645756,2.87243822012095,3.89808126470789,0.45045045,0.11202186,261,471,29521,,,
108,Fraser Ellard,CHW,AAA,26,3.76229461140934,0,40.2,34,19,17,4,20,5,59,0.33522727,0.11363636,0.22159091,1.32786868637976,0.34090909,0.74906367,3.7265620924138,3.93758810933086,0.461538461,0.14226519,281,443,29530,,,
109,Joe Boyle,OAK,AAA,24,5.63478335634757,11,38.1,21,25,24,3,34,2,62,0.37125749,0.20359281,0.16766467,1.43478279906998,0.27272727,0.60606061,4.47949636791064,4.57043921461903,0.478260869,0.13937754,306,433,29608,,Super Duper Melonheads,
110,Alek Jacob,SDP,AAA,26,5.22,0,50.0,61,42,29,10,28,2,60,0.25316456,0.11814346,0.1350211,1.78,0.37226277,0.63636364,5.87949628829956,4.97894196808338,0.39716312,0.11351909,359,610,29628,,,
111,Sam Bachman,LAA,"AA,AAA,CPX",24,4.01785727970454,15,56.0,48,32,25,8,20,5,48,0.20425532,0.08510638,0.11914894,1.21428575564404,0.25974026,0.66343042,5.08119826992482,4.11276162538987,0.471337579,0.13151365,299,507,29754,,,
112,Ky Bush,CHW,"AA,AAA",24,2.88963240195512,16,99.2,70,36,32,9,42,3,94,0.23383085,0.10447761,0.12935323,1.12374593409366,0.24015748,0.77148438,4.01499383296903,4.01217740825992,0.426923076,0.13311475,580,945,29823,,,
113,Jackson Wolf,SDP,AAA,25,7.29729772721207,18,86.1,108,77,70,13,54,6,73,0.17422434,0.12887828,0.04534606,1.87644798699739,0.34798535,0.60747664,6.230847778179,6.43435643954953,0.387900355,0.09665193,626,957,29832,,,
114,Nick Nastrini,CHW,AAA,24,5.52558217966226,16,71.2,72,56,44,16,45,2,83,0.24924925,0.13513514,0.11411411,1.63255837126384,0.29946524,0.65217391,6.05873937922473,5.38500149975888,0.297435897,0.14888718,494,809,29833,Aidand4,,No Crying in Baseball
115,Chayce McDermott,BAL,AAA,25,3.89690721649484,20,97.0,81,48,42,11,57,3,139,0.32705882,0.13411765,0.19294118,1.42268041237113,0.3255814,0.74044586,3.96916817045703,4.12256661327843,0.371559633,0.14755011,714,1082,29866,jstocs5,Hoerner for Nico,Kelly Leak; Es un bandido
116,Michael McGreevy,STL,AAA,23,4.34059963551033,22,122.1,126,62,59,14,37,2,108,0.20610687,0.07061069,0.13549618,1.33242512351823,0.30853994,0.70839065,4.18372478733423,4.28668811356144,0.483695652,0.09723593,745,1281,29869,,Hoerner for Nico,Kelly Leak; Es un bandido
117,Dylan Dodd,ATL,AAA,26,4.88297872340425,17,94.0,107,62,51,14,28,3,84,0.20289855,0.06763285,0.1352657,1.43617021276595,0.32631579,0.64189189,4.64354851702426,4.62130774481499,0.402061855,0.12508186,508,1019,29928,,,
118,AJ Smith-Shawver,ATL,"A+,AAA",21,5.67515978723608,14,52.1,45,33,33,15,29,2,65,0.2826087,0.12608696,0.15652174,1.41401287628104,0.25210084,0.78181818,6.52734953432983,5.01122241706558,0.265151515,0.1383975,371,590,29960,The Authority,Tokyo Airport Sushi,Woo-Suk Go Away
119,Cade Povich,BAL,AAA,24,3.47639530511229,14,77.2,59,32,30,7,27,1,89,0.28164557,0.08544304,0.19620253,1.1072962823691,0.27083333,0.71243523,3.46662403018259,4.04409102206227,0.405128205,0.11146245,484,781,30055,Heaters,Greenville Drive,No Crying in Baseball
120,David Festa,MIN,AAA,24,4.0276246489319,15,60.1,56,27,27,9,26,3,89,0.34901961,0.10196078,0.24705882,1.35911613667661,0.3671875,0.80110497,3.93618990753251,3.12279147289749,0.444444444,0.16365366,379,672,30056,Houston Buffalos,Bulldog,No Crying in Baseball
121,Chase Silseth,LAA,"AAA,CPX",24,5.09434008097559,9,35.1,37,21,20,6,18,3,26,0.1625,0.1125,0.05,1.55660391363143,0.28971963,0.74596774,6.56031758387775,6.28955467329798,0.412844036,0.08752328,210,327,30074,Aidand4,,
122,Christian Scott,NYM,AAA,25,2.76377985962152,9,42.1,29,13,13,10,12,0,55,0.33536585,0.07317073,0.26219512,0.968504053371646,0.2183908,1.0,4.82808544928901,3.31838027678192,0.453608247,0.14244186,230,458,30107,Savannah Bananas,Dick Pole's Tent Pitching Camp,The Jobu’s
123,Brant Hurter,DET,AAA,25,5.80373873157955,18,71.1,82,49,46,8,23,10,70,0.21671827,0.07120743,0.14551084,1.47196272177742,0.3490566,0.63583815,4.38842827775029,4.37168088600071,0.506912442,0.09605911,443,775,30133,,,
124,Jack Leiter,TEX,AAA,24,3.65887876556102,15,71.1,58,33,29,9,34,4,101,0.32899023,0.11074919,0.21824104,1.28971971812879,0.3081761,0.75539568,4.28603837336189,4.51033881008504,0.402439024,0.1544586,480,776,30146,The Authority,Hoerner for Nico,Gus’s Goons
125,Carlos Rodriguez,MIL,AAA,22,4.75352163755622,16,94.2,78,53,50,13,44,7,96,0.23529412,0.10784314,0.12745098,1.28873253284857,0.26209677,0.68592058,4.87849022886674,5.28461543608819,0.364341085,0.11389237,621,977,30161,,,
126,Mason Black,SFG,AAA,24,4.80508536711681,19,78.2,77,47,42,12,35,5,84,0.24418605,0.10174419,0.14244186,1.42372899766424,0.3125,0.69860279,5.2523778217615,5.03045110713598,0.336405529,0.0964467,515,864,30171,The Geriatric and Injured,Hoerner for Nico,
127,Will Warren,NYY,AAA,25,6.11498322862187,20,95.2,99,71,65,18,35,8,115,0.27058824,0.08235294,0.18823529,1.40069701305184,0.3253012,0.60787671,4.89549469495171,3.90791497570382,0.476923076,0.11716462,654,1053,30182,The Authority,,
128,Justin Wrobleski,LAD,"AA,AAA",23,3.56603801818284,17,88.1,78,36,35,6,26,4,89,0.24585635,0.0718232,0.17403315,1.177358583781,0.30379747,0.72289157,3.42909513033344,3.64662490512984,0.434042553,0.11111111,449,928,31204,,,
129,Victor Mederos,LAA,"A+,AA",23,6.55985985982759,21,94.2,110,75,69,13,50,13,74,0.16704289,0.11286682,0.05417607,1.69014102668665,0.33105802,0.63307494,5.56873670788272,4.86575214105816,0.485049833,0.09547124,639,995,31533,,,
130,Hayden Birdsong,SFG,"AA,AAA",22,2.51162812979304,13,57.1,41,21,16,6,26,4,75,0.31120332,0.10788382,0.2033195,1.16860475483426,0.26923077,0.79872204,3.81553524482627,3.52961920551518,0.424242424,0.13361169,360,598,31635,,Tucker Good Then Naylor,Moneyball
131,Jonathan Cannon,CHW,AAA,23,5.4955744791521,8,37.2,39,26,23,3,18,5,35,0.20833333,0.10714286,0.10119048,1.51327413194043,0.3364486,0.62283737,4.51410006597746,5.23328108503977,0.412844036,0.09571429,274,426,31730,,Super Duper Melonheads,
132,Zebby Matthews,MIN,"A+,AA,AAA",24,2.59793819541416,17,97.0,77,33,28,7,7,2,114,0.30481283,0.01871658,0.28609626,0.865979398471387,0.28688525,0.69553806,2.3190680632154,2.45500725872178,0.461224489,0.14246387,436,1017,31827,Montgomery Biscuits,Dick Pole's Tent Pitching Camp,No Crying in Baseball
133,Spencer Schwellenbach,ATL,"A+,AA",24,1.8,8,45.0,31,12,9,1,10,2,51,0.29142857,0.05714286,0.23428571,0.911111111111111,0.27027027,0.74519231,2.3358579105801,2.78628090156449,0.575471698,0.15420561,193,449,31846,Moonstars,Tucker Good Then Naylor,Gus’s Goons
134,Troy Taylor,SEA,"A+,AA",22,1.26562490570359,0,42.2,22,8,6,0,14,0,45,0.27607362,0.08588957,0.19018405,0.84374993713573,0.21153846,0.77777778,2.32571662020689,3.14779952366038,0.544554455,0.1179173,231,422,31883,,,
135,Adam Mazur,SDP,"AA,AAA",23,4.87317109443263,14,68.1,70,39,37,8,13,0,65,0.23214286,0.04642857,0.18571429,1.21463423675047,0.31958763,0.61281337,3.79026250660185,4.04741790895744,0.391959798,0.11534795,353,696,31900,,Tanner Houck Tuah,
136,Drew Thorpe,CHW,AA,23,1.35,11,60.0,35,9,9,3,17,0,56,0.25,0.07589286,0.17410714,0.866666666666666,0.21621622,0.89958159,2.97500212987264,3.39797805945078,0.44,0.14754098,336,579,31967,The Geriatric and Injured,Tokyo Airport Sushi,Back to the Minors
137,Jake Bloss,TOR,"A+,AA,AAA",23,1.57281541201833,14,68.2,34,16,12,3,22,0,65,0.25193798,0.08527132,0.16666667,0.815533917342838,0.18452381,0.77220077,3.13983667467768,3.84270357550037,0.407185628,0.11943128,381,674,33168,,,
138,Hurston Waldrep,ATL,"A,AA,AAA,CPX",22,3.95454556882874,14,66.0,73,31,29,4,28,1,73,0.24579125,0.09427609,0.15151515,1.53030307452759,0.36125654,0.73651452,3.28898302193701,3.73488478024554,0.424083769,0.15514019,401,669,33527,Houston Buffalos,Greenville Drive,Moneyball
139,Tyler Baum,OAK,"AA,AAA",26,5.07382517860558,0,49.2,46,32,28,7,30,6,58,0.26008969,0.13452915,0.12556054,1.53020124434136,0.31967213,0.69252078,5.20499333148053,4.57184702968992,0.4453125,0.1147929,359,486,sa1054042,,,
140,Aaron Perry,CHC,"A+,AA",25,4.71844703882152,2,34.1,31,19,18,3,12,0,35,0.24647887,0.08450704,0.16197183,1.25242730042793,0.30434783,0.6185567,3.57681036401281,3.35105329347829,0.536842105,0.11753731,199,337,sa1055363,,,
141,Jack Little,LAD,"AA,AAA",26,3.06818181818181,0,44.0,35,18,15,4,10,3,48,0.26966292,0.05617978,0.21348315,1.02272727272727,0.27433628,0.70754717,3.55910921095509,4.52612197126916,0.254385964,0.14542936,243,479,sa1115817,,,
142,John Doxakis,CLE,AAA,25,7.25806451612903,0,31.0,33,29,25,4,29,6,30,0.19354839,0.18709677,0.00645161,2.0,0.3372093,0.625,6.63428290274835,6.14125701342859,0.452380952,0.08387097,271,349,sa1115967,,,
143,Ricky DeVito,TEX,AA,25,4.3953488372093,0,43.0,28,23,21,2,43,3,55,0.28350515,0.22164948,0.06185567,1.65116279069767,0.28571429,0.71629213,4.69513137063314,4.97347208594166,0.395604395,0.12946979,374,437,sa1116003,,,
144,Beau Philip,ATL,"A,A+",25,5.4519222770218,1,34.2,38,26,21,2,16,3,30,0.19354839,0.10322581,0.09032258,1.55769207914908,0.34615385,0.57195572,4.24814310611007,4.24696630384125,0.529411764,0.13356164,222,362,sa1169595,,,
145,Adam Leverett,TBR,"AA,AAA",25,3.08571445387237,17,93.1,71,34,32,6,24,4,59,0.15902965,0.06469003,0.09433962,1.01785719832595,0.23381295,0.71743929,3.83412934670914,4.31301249503322,0.448398576,0.12432847,447,856,sa1169991,,,
146,Edgar Barclay,NYY,AAA,26,6.15088812932014,23,112.2,120,83,77,23,57,6,96,0.18640777,0.11067961,0.07572816,1.57100605900384,0.29129129,0.66312997,6.13246981680326,5.69463080565651,0.355300859,0.13605794,739,1194,sa1170012,,,
147,Trey McGough,BAL,"AA,AAA",26,1.73262009111637,0,62.1,35,14,12,2,22,1,63,0.26033058,0.09090909,0.16942149,0.914438381422532,0.21428571,0.79710145,2.98456453867747,4.04741923782327,0.450331125,0.12918108,292,575,sa1170436,,,
148,Luis Quinones,TOR,"AAA,CPX",26,4.44512153763919,1,54.2,44,28,27,3,40,2,68,0.27642276,0.16260163,0.11382114,1.53658522288762,0.30827068,0.70904645,4.04156797815487,5.07441141841427,0.308270676,0.14402451,389,590,sa1170867,,,
149,Pedro Santos,OAK,"AA,AAA",24,4.60975609756097,0,41.0,32,21,21,5,30,4,56,0.3027027,0.16216216,0.14054054,1.51219512195121,0.3,0.76271186,5.05991865251122,4.7719361501496,0.393617021,0.14531044,327,430,sa1171936,,,
150,Luis Carrasco,OAK,A+,22,5.14285714285714,7,63.0,57,40,36,8,31,2,43,0.15523466,0.11191336,0.0433213,1.39682539682539,0.25388601,0.63451777,5.30012572152274,5.08452411182816,0.436548223,0.09393346,394,628,sa1172127,,,
151,Eduardo Herrera,NYM,"A,A+",24,2.82857142857142,0,35.0,24,15,11,2,21,0,52,0.35135135,0.14189189,0.20945946,1.28571428571428,0.30136986,0.71090047,3.14361733584125,3.09425727663953,0.472972972,0.12908497,239,373,sa3002702,,,
152,Juan Mercedes,SEA,AA,24,2.92307692307692,22,117.0,105,46,38,11,25,7,87,0.18162839,0.05219207,0.12943633,1.11111111111111,0.26934097,0.74835526,3.99487297270033,4.4709636191527,0.30965909,0.11865374,552,1201,sa3002818,,,
153,Marco Jimenez,DET,A+,24,2.31428546204861,0,46.2,23,14,12,1,24,2,40,0.2173913,0.13043478,0.08695652,1.007142747373,0.18803419,0.73529412,3.67869712440335,4.18948126276536,0.47368421,0.13245997,262,425,sa3002926,,,
154,Leonardo Taveras,STL,AA,25,4.02484433904192,0,53.2,47,30,24,5,37,6,58,0.23015873,0.1468254,0.08333333,1.56521724296074,0.28767123,0.72289157,4.89273342846546,5.14370007984313,0.374149659,0.12252964,419,593,sa3002934,,,
155,Roy Garcia,STL,A+,23,4.1221369244365,0,43.2,37,22,20,5,22,5,47,0.24479167,0.11458333,0.13020833,1.35114488078752,0.28318584,0.73684211,4.6338224203282,3.78435332637896,0.575221238,0.13561644,312,418,sa3002941,,,
156,Helcris Olivarez,BOS,AA,23,3.5,5,36.0,14,21,14,1,50,9,47,0.26704545,0.28409091,-0.01704546,1.77777777777777,0.1884058,0.72625698,6.09787809054056,6.38222635570499,0.602941176,0.12335958,362,400,sa3002965,,,
157,Ignacio Feliz,MIA,A+,24,4.88297921880551,0,31.1,22,18,17,1,21,7,47,0.3381295,0.15107914,0.18705036,1.37234056476233,0.33333333,0.65843621,3.53872755494469,4.01446734502754,0.396825396,0.14408233,236,347,sa3002982,,,
158,Cleiverth Perez,DET,"A,A+",24,4.02631599156811,1,38.0,35,20,17,6,11,0,31,0.19135802,0.06790123,0.12345679,1.21052637654989,0.25438596,0.69148936,4.74763116832764,4.04480849604159,0.444444444,0.09133127,232,414,sa3002985,,,
159,Luis Palacios,MIA,AA,23,4.75415306492564,19,100.1,112,64,53,15,20,3,86,0.19815668,0.04608295,0.15207373,1.31561468463351,0.31290323,0.62280702,4.2586123646172,3.60944708236254,0.401273885,0.12023271,527,1020,sa3003021,,,
160,Angel Macuare,MIA,"AA,AAA",24,3.76363636363636,3,55.0,51,25,23,4,23,0,56,0.24034335,0.09871245,0.1416309,1.34545454545454,0.31333333,0.71637427,3.58560897653753,4.63428957326845,0.309210526,0.13245033,334,572,sa3003039,,,
161,Victor Santos,STL,AAA,23,6.11822752075609,8,67.2,79,52,46,8,29,2,51,0.17171717,0.0976431,0.07407407,1.59605935324071,0.34299517,0.58704453,4.90919174244187,5.32562004275778,0.414285714,0.1142596,384,710,sa3003083,,,
162,Carlos Romero,WSN,"A+,AA,AAA",24,2.2,0,45.0,38,15,11,2,20,2,58,0.30687831,0.10582011,0.2010582,1.28888888888888,0.3364486,0.78671329,2.974884137333,3.46005684632781,0.527777777,0.18865248,245,460,sa3003106,,,
163,Robinson Pina,PHI,AA,25,3.94684405390053,19,100.1,107,45,44,14,13,7,107,0.25295508,0.03073286,0.22222222,1.19601334966682,0.32978723,0.76350093,3.71028120546282,3.32448698191716,0.393835616,0.13627386,488,1031,sa3003123,,,
164,Juan Mejia,COL,AA,23,5.72727272727272,0,44.0,54,30,28,3,24,2,54,0.26600985,0.1182266,0.14778325,1.77272727272727,0.425,0.65963061,3.63575687841935,3.60022605623711,0.5,0.10941476,291,495,sa3003159,,,
165,Deury Carrasco,HOU,"A+,AA,AAA",24,4.989129849729,0,30.2,34,20,17,2,20,5,23,0.16083916,0.13986014,0.02097902,1.76086935872788,0.34408602,0.69395018,5.39958000716597,5.72102217233921,0.48275862,0.07949791,200,278,sa3003330,,,
166,Max Roberts,CHW,"A+,AA,AAA",26,3.34710674222882,0,40.1,34,17,15,2,26,1,55,0.31428571,0.14857143,0.16571429,1.48760299654614,0.35164835,0.75601375,3.4819007713365,3.47654727167529,0.549450549,0.12283237,264,428,sa3004014,,,
167,Anderson Bido,COL,"A+,AA",25,3.56043993357144,1,30.1,25,12,12,1,6,3,28,0.23529412,0.05042017,0.18487395,1.02197812908069,0.2962963,0.67484663,2.92939310211995,3.72603604680361,0.382716049,0.10430839,157,284,sa3004204,,,
168,Matt Merrill,DET,A+,26,2.17741962278053,0,41.1,22,11,10,1,36,1,55,0.3125,0.20454545,0.10795455,1.40322597912523,0.25301205,0.83333333,3.78169258347907,4.27736557090088,0.392857142,0.1292876,298,460,sa3004364,,,
169,Jorge Benitez,BOS,AAA,25,8.07476520363421,0,35.2,37,32,32,5,35,4,43,0.24022346,0.19553073,0.04469274,2.01869130090855,0.34782609,0.63768116,6.19683904589524,5.8670770258672,0.468085106,0.09960159,332,421,sa3004462,,,
170,Seth Corry,SFG,"A+,AA",25,3.88235294117647,0,51.0,37,23,22,3,26,9,45,0.20642202,0.11926606,0.08715596,1.23529411764705,0.25185185,0.72271386,4.51514775839436,4.73420053391994,0.488721804,0.09939394,345,480,sa3004648,,,
171,Jacob Heatherly,CIN,AA,26,8.28712746087594,0,33.2,32,33,31,1,40,3,48,0.28070175,0.23391813,0.04678363,2.13861353829056,0.39240506,0.57065217,4.7080052237805,4.65156219257416,0.607594936,0.08068783,345,411,sa3004736,,,
172,Steven Jennings,TEX,"AA,AAA",25,3.01676019442555,1,59.2,43,21,20,8,19,0,52,0.21940928,0.08016878,0.13924051,1.03910628919102,0.22151899,0.80708661,4.52987529846658,4.50389002296298,0.393939393,0.13915858,313,614,sa3004812,,,
173,Sam Carlson,MIL,AA,25,3.45599957812505,0,41.2,41,23,16,2,16,4,40,0.22099448,0.08839779,0.13259669,1.36799983300783,0.32773109,0.65292096,3.48566877896118,3.95388421977656,0.504273504,0.11891117,252,446,sa3005015,,,
174,Brayan De Paula,HOU,AA,25,5.23469306249921,0,32.2,22,21,19,4,35,5,33,0.21290323,0.22580645,-0.01290323,1.74489768749973,0.23076923,0.72695035,6.68421487109165,5.90599220238854,0.621951219,0.07943925,309,333,sa3005070,,,
175,Cam Robinson,NYM,AA,24,4.06451612903225,0,31.0,29,18,14,5,19,1,29,0.20422535,0.13380282,0.07042254,1.54838709677419,0.27272727,0.73809524,5.59250174645454,4.70336122464749,0.439560439,0.11398964,230,349,sa3005216,,,
176,Eduarniel Nunez,CHC,"AA,AAA",25,3.04225298989942,0,47.1,26,18,16,5,29,2,51,0.26701571,0.15183246,0.11518325,1.16197162808658,0.20192308,0.78,4.56508665505902,4.20563035076986,0.453703703,0.13606341,319,438,sa3005284,,,
177,Gabriel Yanez,MIN,A+,24,2.2344829937621,0,48.1,44,18,12,0,13,3,43,0.2160804,0.06532663,0.15075377,1.17931046892999,0.31428571,0.7,2.65677588509321,3.83462327035745,0.408759124,0.12533693,269,473,sa3005332,,,
178,Gerardo Gutierrez,ARI,"A+,AA",25,3.825,0,40.0,34,24,17,5,24,3,36,0.20454545,0.13636364,0.06818182,1.45,0.26851852,0.68518519,5.29539694786071,4.80040978193283,0.458715596,0.11965812,268,434,sa3005379,,,
179,Damian Mendoza,TEX,"A+,AA,AAA",23,4.75352146995138,1,47.1,53,31,25,7,17,0,46,0.21904762,0.08095238,0.13809524,1.47887334620709,0.32857143,0.64784053,4.61178208587587,4.07058081975979,0.457746478,0.11082474,292,484,sa3005430,,,
180,Luis Angel Rodriguez,HOU,AA,24,5.66850876516342,9,60.1,53,41,38,7,32,4,73,0.27340824,0.11985019,0.15355805,1.40883989777453,0.30463576,0.60606061,4.31777052987478,4.21495262109858,0.318181818,0.12075134,425,693,sa3005435,,,
181,Jhosmer Alvarez,ARI,"A,A+,AA",23,2.72268885743206,0,39.2,35,15,12,0,13,3,37,0.21893491,0.07692308,0.14201184,1.21008393663647,0.30172414,0.70588235,2.95927160808385,3.92260450499101,0.477477477,0.11900826,230,375,sa3005437,,,
182,Juan Sanchez,SFG,AAA,23,3.93203941745786,0,34.1,17,17,15,2,28,2,35,0.23489933,0.18791946,0.04697987,1.31067980581928,0.18292683,0.67873303,5.21930231202594,6.12990236482224,0.475609756,0.14262821,262,362,sa3005444,,,
183,Felix Cepeda,BOS,AA,23,5.3076923076923,0,39.0,42,26,23,5,18,4,33,0.18232044,0.09944751,0.08287293,1.53846153846153,0.30578512,0.66666667,5.09787809054056,4.72213017642498,0.44262295,0.09836066,261,410,sa3005445,,,
184,Juan Zapata,CLE,"A+,AAA",25,7.28571428571428,5,42.0,52,42,34,9,30,0,35,0.16666667,0.14285714,0.02380952,1.95238095238095,0.31617647,0.57636888,6.71230045727321,5.40197022067649,0.354609929,0.12091898,335,492,sa3005452,,,
185,Moises Diaz,WSN,"A,A+",23,1.89171992907869,0,52.1,45,16,11,0,13,0,39,0.1884058,0.06280193,0.12560387,1.10828036249054,0.29032258,0.72413793,2.83936305242734,3.72681479797337,0.421052631,0.1037234,262,490,sa3005464,,,
186,Junior Santos,NYM,AA,22,5.26829268292682,1,41.0,39,24,24,6,23,5,33,0.17553191,0.12234043,0.05319149,1.51219512195121,0.27272727,0.7337884,5.77267483850804,5.47601279899841,0.390243902,0.12340426,261,444,sa3005470,,,
187,Lazaro Estrada,TOR,"A,A+,AA",25,2.34782604801632,17,76.2,57,29,20,6,24,2,86,0.28013029,0.0781759,0.2019544,1.05652172160734,0.26984127,0.72386059,3.25564756210732,3.86336208855492,0.25,0.12874494,398,837,sa3005471,,,
188,Bryan Caceres,WSN,A+,24,5.89655172413793,19,87.0,108,63,57,6,45,9,55,0.13349515,0.1092233,0.02427185,1.75862068965517,0.34343434,0.64453125,5.07775011172239,5.72575447016406,0.404761904,0.0867052,626,931,sa3005687,,,
189,Efrain Contreras,PHI,AA,24,9.67164068971996,8,44.2,57,49,48,10,24,4,51,0.2372093,0.11162791,0.1255814,1.81343262932249,0.37301587,0.50704225,5.93867382491241,4.70449383816599,0.323529411,0.15316456,296,494,sa3005692,,,
190,Luis Devers,CHC,"A+,CPX",24,6.144826535419,5,48.1,50,40,33,2,29,6,47,0.2034632,0.12554113,0.07792208,1.63448247911818,0.32653061,0.54744526,4.51118751898529,4.73369267493622,0.496503496,0.10035006,355,502,sa3005694,,,
191,Raul Alcantara,SEA,AA,23,3.58959505911633,2,57.2,46,30,23,4,34,3,49,0.19291339,0.13385827,0.05905512,1.38728311463433,0.25609756,0.68475452,4.56648494778517,4.82795226009232,0.472727272,0.08783069,378,567,sa3005696,,,
192,Cruz Noriega,KCR,AA,26,5.24117600015294,4,56.2,56,34,33,6,17,1,56,0.23045267,0.06995885,0.16049383,1.28823517848877,0.30674847,0.6097561,3.79225856193621,3.80052700061319,0.378698224,0.13910186,325,588,sa3005702,,,
193,Jorge Juan,ATL,AA,25,5.67000086517347,0,33.1,27,24,21,3,26,8,48,0.3,0.1625,0.1375,1.59000024261478,0.32,0.65140845,4.69166900253299,4.55394582411224,0.32,0.13813814,280,386,sa3005826,,,
194,Felix Ramires,COL,A+,24,5.02941176470588,0,34.0,36,22,19,2,19,5,43,0.2721519,0.12025316,0.15189873,1.61764705882352,0.38202247,0.66433566,3.83278879838831,4.19114002900965,0.417582417,0.10815308,243,358,sa3005828,,,
195,Cristian Hernandez,PHI,"A,A+,AA",23,3.20978997967298,1,47.2,41,18,17,4,10,3,49,0.25520833,0.05208333,0.203125,1.06992999322432,0.29365079,0.74380165,3.31864984072495,3.56944234371246,0.40625,0.13753582,204,494,sa3005836,,,
196,Luis De Avila,ATL,AA,23,3.74257425742574,19,101.0,95,49,42,2,46,3,79,0.1803653,0.10502283,0.07534247,1.39603960396039,0.30194805,0.67280453,3.49018364802445,3.94709831606043,0.553333333,0.09949303,583,995,sa3005839,Moonstars,,
197,Luis Peralta,PIT,"A+,AA",23,0.964285648598967,0,46.2,25,6,5,2,20,3,74,0.40437158,0.10928962,0.29508197,0.964285648598967,0.27380952,0.92920354,2.39339523232434,2.54052541208469,0.488095238,0.16141236,297,496,sa3005843,,,
